Country Name,Country Code,Indicator Name,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
Japan,JPN,Tax revenue (% of GDP),,,,,,,,,,,,,10.49696523,11.69104007,11.28771453,9.353491528,9.130877353,9.162325615,9.253830231,9.945268975,10.53000745,10.97977277,10.96142005,10.85695109,11.13029638,11.4448913,11.31142806,12.14666957,12.45397461,12.4177461,12.94728825,13.13318922,11.62717415,11.59076179,11.07304595,10.95823033,10.81457851,10.65163323,10.06753658,9.773313592,10.37225701,9.895928337,9.061598934,8.91896344,9.352694056,10.13701108,10.51274133,10.10618629,8.931591654,8.36891038,8.809784435,9.356818207,9.682412944,10.36061765,11.46920658,11.42357202,11.16432248,11.625408,11.90593383,,
South Korea,KOR,Tax revenue (% of GDP),,,,,,,,,,,,,11.15354875,10.47527726,11.57495256,13.21180621,14.46161075,14.13362998,14.55405593,14.74586681,14.66327335,14.65276687,14.6962815,14.80168214,13.89466773,13.49942187,13.23871835,13.45628269,13.37445811,12.83580757,13.41918126,12.53582238,12.73074085,12.4997898,12.68774158,12.99209499,13.23436506,12.90180217,12.62021875,12.79189031,14.26177808,13.54878842,13.24866679,13.69345757,12.96682783,13.31307044,13.72753521,14.8173827,14.49519999,13.65096445,13.43693029,13.85096763,14.0775915,13.63062344,13.24116166,13.15814434,13.98195298,14.49381853,15.57491173,,
Luxembourg,LUX,Tax revenue (% of GDP),,,,,,,,,,,,,16.09744224,16.61010659,17.05781183,19.961523,19.64152306,22.03984469,22.86777491,21.13709072,21.57554168,22.01996298,22.15287056,24.58563304,24.04653434,24.01885405,23.33811343,23.53081296,22.75881375,21.82813265,22.09734243,20.87230338,21.43039556,22.94553015,24.17609984,23.63874806,23.69763739,25.02911718,25.52656795,24.71233876,25.36966377,25.09882244,24.69871042,24.66652589,24.26099297,25.5459751,24.18930241,24.67869721,24.70702227,25.15187409,25.01213107,24.59154188,25.70762962,25.87601689,25.67534137,25.02854849,24.85012685,25.19643017,26.50426834,,
Macao,MAC,Tax revenue (% of GDP),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.20323928,16.07125469,14.33851959,14.31723014,15.0420963,16.51565524,17.35024525,20.17363127,21.38427737,21.09794368,21.2552181,25.60047511,30.39433858,29.45998397,34.53298726,37.56298736,36.93783946,36.37696818,34.80529208,28.94865146,27.58148133,28.82697552,,,
Mexico,MEX,Tax revenue (% of GDP),,,,,,,,,,,,,7.610619469,7.091172214,8,9.181818182,9.044493071,9.951325041,10.7402653,11.34289439,11.4238505,10.54584204,11.21787245,12.99939446,12.6232738,12.31257863,11.86499888,12.74757437,11.41196198,12.13921122,11.84836466,11.59449261,11.60243534,9.070611435,8.491921675,8.479624617,8.742981656,8.987730676,8.155611883,8.608136185,9.572861438,,,,,,,,10.02376741,9.679796263,10.11091331,10.01240267,9.773015605,10.29457862,10.63196811,12.79662196,13.54173126,13.04892352,13.08292553,,
Monaco,MCO,Tax revenue (% of GDP),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Netherlands,NLD,Tax revenue (% of GDP),,,,,,,,,,,,,,22.4606258,21.21627073,22.336713,22.30434383,23.39492907,23.18971754,23.12002326,23.07480856,21.90411844,21.685928,20.78608679,20.15772631,20.34225055,21.25864666,22.53524002,22.6090817,21.89338929,23.28621811,24.49111682,23.63651011,24.31606555,21.84675626,20.8701642,21.47957925,20.93776928,20.70809927,21.22066757,20.93795008,21.21415868,21.15808651,20.35373725,20.17000261,21.23481756,21.60001095,21.59520003,21.14391577,20.94433473,20.98619027,20.22944251,19.40774864,19.69209479,20.63642861,21.16062422,21.90511014,23.08554134,23.03591938,,
New Zealand,NZL,Tax revenue (% of GDP),,,,,,,,,,,,,24.46646341,26.05151614,28.35806133,27.9768177,27.55657405,29.60429585,28.21206994,29.15539235,29.32408868,30.05319149,30.50816806,28.30571251,28.65860955,29.69387967,30.18307939,33.24645858,32.70028658,,,,,,,,,,,,,28.55763254,28.20805365,29.24813843,29.25793128,30.31290683,31.96581296,30.08102669,31.48782906,29.68933303,26.13417829,25.63389935,26.90375563,26.7245949,26.9060562,27.51005957,27.37492048,27.48419254,28.00107821,28.97542758,
Nigeria,NGA,Tax revenue (% of GDP),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Norway,NOR,Tax revenue (% of GDP),,,,,,,,,,,,,22.95167975,20.68992057,20.46229859,20.3859202,21.53182507,22.08057275,21.81944171,22.23869891,25.11381524,26.25029793,25.31305262,24.5587192,24.53236615,25.65460294,25.62118392,23.62811577,22.15427566,20.47767892,21.30451018,21.57610491,20.73649632,20.73649755,21.74282775,23.00490688,23.93682586,23.89191652,23.96735495,24.269074,26.70467324,26.07929651,27.18833639,25.92911222,27.3951498,28.30365223,28.90944752,28.19971126,27.92462094,25.96689041,26.88692442,27.72208661,27.04506296,25.16576453,23.56828516,22.22355077,22.08716304,22.47754585,23.8617504,,
